Job Title,Company Name,Location,Description,Salary,MetaData,Posting
"Senior Associate, DevOps Engineer",CFSB,"New York, NY 10001 (Chelsea area)","  Build scripts for software builds and deployments.  Working knowledge of common operating systems, software applications, and programming languages. ·More...",,"$175,000 - $200,000 a year",
Embedded Software Engineering Lead,Lockheed Martin,"Liverpool, NY 13088","  Security Clearance Statement: This position requires a government security clearance, you must be a US Citizen for consideration. ·More...",,"$175,000 - $200,000 a year",
"Software Engineer, ML Compiler",Meta,"New York, NY","  2+ years experience writing compilers, runtime, or similar code optimization software.  The successful candidate will be part of our efforts to architect, design… ·More...",,"$175,000 - $200,000 a year",
Software Engineer - C#,Millennium Management,"New York, NY","  Experience working on AWS and cloud technologies.  These systems cover Margin, Cash and Collateral Management, Treasury Operations, and Equity Finance; they are… ·More...",,"$175,000 - $200,000 a year",
"Senior Software Engineer, Data/ML Platform",current,"New York, NY 10011 (Chelsea area)","  Meaningful equity in the form of stock options.  Develop and improve tooling to streamline workflows for engineering, analytics, and product teams. ·More...",,"$175,000 - $200,000 a year",
E-Trading Developer,"Jefferies & Company, Inc.","New York, NY",  Champion best practice software development life cycle with emphasis in test driven coding methodology.  Work alongside traders and quantitative analyst to… ·More...,,"$175,000 - $200,000 a year",
Developer Advocate,Meta,"New York, NY","  You have strong communication and people skills, since you’ll be presenting in public, collaborating cross-functionally within RL, and working side by side with… ·More...",,"$175,000 - $200,000 a year",
SFCC DEVELOPER/ RELEASE CONFIGURATOR,Ralph Lauren,"New York, NY","  Ralph Lauren is looking for an experienced, self-directed, and highly motivated SFCC Developer to help with the implementation of the Digital projects on SFCC… ·More...",,"$175,000 - $200,000 a year",
Senior Software Engineer,"Progyny, Inc","New York, NY","  Extensive experience with Docker and AWS or similar cloud services.  Extensive experience in implementation methodologies, software development lifecycle process… ·More...",,"$175,000 - $200,000 a year",
Contractor-05,Zenith Services,"New York, NY","  Experience with version control systems (e.g., Git.  Front2Back™ uses the exponential power of cloud and cognitive to provide hyper-personalized (C=X2C2TM=1)… ·More...",,"$175,000 - $200,000 a year",
software engineer jobs in New York State,,,,,,
Contractor-05,Zenith Services,"New York, NY","  Experience with version control systems (e.g., Git.  Front2Back™ uses the exponential power of cloud and cognitive to provide hyper-personalized (C=X2C2TM=1)… ·More...",,"$60,000 - $140,000 a year",
Senior Software Engineer (Onsite),Cognizant,"New York, NY 10166",  But clients need new business models built from analyzing customers and business operations at every angle to really understand them.  Work with SQL and NoSQL. ·More...,,"$60,000 - $140,000 a year",
Sr Principal Software Development Engineer,Regeneron Pharmaceuticals Inc.,"Hybrid work in Sleepy Hollow, NY","  Develop and enhance a reliable, scalable, and secure set of SSDLC solutions to efficiently meet business requirements while adhering to the NIST Cyber Security… ·More...",,"$60,000 - $140,000 a year",
Sr. DevOps Engineer,Kohler,"Hybrid work in New York, NY 10010",  You’ve spent over 5 years orchestrating the cloud tasks with AWS and CDK.  Experience in cloud security architecture and infrastructure. ·More...,,"$60,000 - $140,000 a year",
Onsite Computer Technician,Protected Harbor,"Orangeburg, NY 10962","  Experience in a similar role.  Technology-oriented – while not a technician, understands and enjoys communicating technical terms to non-technical prospective… EmployerActive 6 days ago·More...",,"$60,000 - $140,000 a year",Active 6 days ago
"Principal Software Engineer, (tick history data is a plus)",FactSet Research Systems,"New York, NY","  Demonstrate a thorough knowledge of data structures and algorithms, object-oriented programming, and software engineering principles. ·More...",,"$60,000 - $140,000 a year",
Senior Staff Machine Learning Engineer,Warner Bros. Discovery,"New York, NY 10012",  Use and build upon open-source cloud computing technologies.  Experience with one of the cloud platforms AWS/GCP/Azure.  9+ years of industry experience. ·More...,,"$60,000 - $140,000 a year",
Senior Programmer Analyst (Provisional),Town of Smithtown,"Smithtown, NY 11787",  Salary will be determined in accordance with the provisions of the CSEA contract in effect.  **All computer programming experience must have been gained in the… EmployerActive 5 days ago·More...,,"$60,000 - $140,000 a year",Active 5 days ago
"Full Stack Engineer, Partner Integrations",Alloy,"New York, NY","  At least 3 years of hands-on experience designing frontend SDK experiences and APIs, and developing production-ready software with a strong track record of… ·More...",,"$60,000 - $140,000 a year",
Sr. Android Engineer,Kohler,"Hybrid work in New York, NY 10010","  5+ years of experience in software design and development for Android platform.  Contributed significantly to growing and shaping backend systems, APIs, and… ·More...",,"$60,000 - $140,000 a year",
"Specialist, Software Engineer",L3Harris Technologies,"Rochester, NY","  Software Development engineer with 5 - 10 years’ experience in native/embedded application development.  The ideal candidate will be process oriented, understand… ·More...",,"$60,000 - $140,000 a year",
Peoplesoft Programmer,Indsafri,"Hybrid work in Albany, NY 12202",  Technical lead capacity in a PeopleSoft ERP in any.  Combination of at least two of the following modules:.  Experience creating and executing test scripts for… EmployerActive 4 days ago·More...,,"$60,000 - $140,000 a year",Active 4 days ago
Senior Software Engineer - ML Platform & Experience,Datadog,"Hybrid work in New York, NY",  New hire stock equity (RSUs) and employee stock purchase plan (ESPP).  You are a software engineer at heart with 5+ years of professional experience in building… ·More...,,"$60,000 - $140,000 a year",
Financial Software Engineer Lead - Trading/Risk Systems,Arena Investors I Quaestor Advisors,"Hybrid work in New York, NY",  Enhancing trading capabilities and analysis with proprietary software development.  The right candidate will balance technology skills with financial domain… EmployerActive 4 days ago·More...,,"$60,000 - $140,000 a year",Active 4 days ago
Software Development Manager,Assured Guaranty,"New York, NY","  Minimum 10 years’ experience in software development.  Oversee software development, integration, and testing activities. ·More...",,"$60,000 - $140,000 a year",
software engineer jobs in New York State,,,,,,
Software Development Manager,Assured Guaranty,"New York, NY","  Minimum 10 years’ experience in software development.  Oversee software development, integration, and testing activities. ·More...",,"$155,000 - $180,000 a year",
"iOS Architect (SwiftUI, iOS)",ChabezTech,"New York, NY 11226 (Flatbush area)","  18+ years of overall experience in software engineering and architecture.  Proven track record of designing and delivering high-quality, scalable iOS… ·More...",,"$155,000 - $180,000 a year",
Senior Web Engineer,"Extend Enterprises, Inc.","New York, NY 10010","  Track record: At least 4 years of professional experience as a software engineer working in Agile environments, delivering features on time and in scope. ·More...",,"$155,000 - $180,000 a year",
Senior Cloud Engineer,Infoorigin inc,"New York, NY","  In this role, you will design scalable cloud solutions, implement DevSecOps practices, and develop high-performance software across multiple technologies. EmployerActive 4 days ago·More...",,"$155,000 - $180,000 a year",Active 4 days ago
"Manager, Software Engineering",Outscal Technologies,"New York, NY 10003 (Flatiron area)",  8+ years software engineering experience.  Experience with performance tuning and building/maintaining software that is in the critical path. ·More...,,"$155,000 - $180,000 a year",
